id,nome,sobrenome,amigos
973,Jaclyn,Celiz,"[{""sexo"":""F"",""nome"":""Devinne Laurenceau""},{""sexo"":""M"",""nome"":""Uriah Merrien""}]"
974,Gussi,Haws,"[{""sexo"":""M"",""nome"":""Adrien Christopherson""},{""sexo"":""M"",""nome"":""Tom Collibear""}]"
975,Locke,Leate,"[{""sexo"":""F"",""nome"":""Desdemona Mockes""},{""sexo"":""M"",""nome"":""Ches Shipsey""}]"
976,Iolanthe,Hassall,"[{""sexo"":""M"",""nome"":""Ash Duignan""}]"
977,Onofredo,Sibbons,"[{""sexo"":""M"",""nome"":""Bondy Rigmond""},{""sexo"":""M"",""nome"":""Axe Harmond""},{""sexo"":""M"",""nome"":""Rollins Spoward""}]"
978,Ingelbert,Kewzick,"[{""sexo"":""F"",""nome"":""Rozina Quakley""},{""sexo"":""F"",""nome"":""Corissa Duny""}]"
979,Hanny,Lemon,"[{""sexo"":""M"",""nome"":""Kenneth Tesche""},{""sexo"":""M"",""nome"":""Hinze Evamy""}]"
980,Randie,Worters,"[{""sexo"":""M"",""nome"":""Durante Houndson""},{""sexo"":""M"",""nome"":""Pietrek Klee""},{""sexo"":""M"",""nome"":""Alfons Stert""}]"
981,Torrie,Martinovic,"[{""sexo"":""M"",""nome"":""Marlon Haldon""}]"
982,Jacklyn,Wreakes,"[{""sexo"":""F"",""nome"":""Petronia Meachem""},{""sexo"":""M"",""nome"":""Levi Sherwell""}]"
983,Bartolomeo,Circuit,"[{""sexo"":""M"",""nome"":""Matty Phant""},{""sexo"":""M"",""nome"":""Keir Staples""}]"
984,Patton,Dederich,"[{""sexo"":""F"",""nome"":""Cherish Tremelling""},{""sexo"":""F"",""nome"":""Gladi Carnall""}]"
985,Tilly,Cassam,"[{""sexo"":""F"",""nome"":""Dorree Dollimore""}]"
986,Meredith,Crichmer,"[{""sexo"":""F"",""nome"":""Allina Barringer""},{""sexo"":""M"",""nome"":""Jules Crilly""},{""sexo"":""F"",""nome"":""Flore Mc Kellen""}]"
987,Trever,Lasham,"[{""sexo"":""M"",""nome"":""Creighton Scud""},{""sexo"":""F"",""nome"":""Andeee Eberdt""}]"
988,Nerissa,Cloute,"[{""sexo"":""M"",""nome"":""Florian Griffitts""},{""sexo"":""F"",""nome"":""Rozella Britney""}]"
989,Farlie,Grugerr,"[{""sexo"":""F"",""nome"":""Nicki Caller""}]"
990,Ansel,Boatwright,"[{""sexo"":""M"",""nome"":""Wilhelm Sollon""}]"
991,Jessika,Gainsford,"[{""sexo"":""F"",""nome"":""Caralie Bow""}]"
992,Salvatore,MacCard,"[{""sexo"":""F"",""nome"":""Aindrea Castledine""},{""sexo"":""M"",""nome"":""Gradeigh Pleavin""},{""sexo"":""F"",""nome"":""Davita Paice""}]"
993,Loraine,Minigo,"[{""sexo"":""M"",""nome"":""Mead Goddman""},{""sexo"":""M"",""nome"":""Erie Shoebottom""}]"
994,Blinni,Huckel,"[{""sexo"":""F"",""nome"":""Astrid Trood""},{""sexo"":""M"",""nome"":""Maximilian Osmond""},{""sexo"":""F"",""nome"":""Chelsy Hedling""}]"
995,Daven,Peeke-Vout,"[{""sexo"":""M"",""nome"":""Conny Gabel""},{""sexo"":""F"",""nome"":""Rheba Beddin""}]"
996,Milt,Thorrington,"[{""sexo"":""F"",""nome"":""Aime Holbarrow""}]"
997,Veradis,Garner,"[{""sexo"":""F"",""nome"":""Malvina Speight""},{""sexo"":""M"",""nome"":""Demott Cuardall""},{""sexo"":""M"",""nome"":""Lincoln Verna""}]"
998,Chantal,Padwick,"[{""sexo"":""F"",""nome"":""Neala Squier""},{""sexo"":""M"",""nome"":""Wilbert De Bruijn""}]"
999,Malchy,Oret,"[{""sexo"":""M"",""nome"":""Elston Clowley""},{""sexo"":""M"",""nome"":""Henrik Petrasek""},{""sexo"":""M"",""nome"":""Larry Murrum""}]"
1000,Marielle,Puckring,"[{""sexo"":""F"",""nome"":""Breena Reely""}]"
